"","custname","region","partnum","revenue","cost","margin"
"5827","REFRACTORY SERVICE INC.","02-Central",770260000,5336.56,557.24,4779.32
"5828","REFRACTORY SERVICE INC.","02-Central",770600000,5032.44,361.66,4670.78
"5829","REFRACTORY SERVICE INC.","02-Central",777888894,4590,5140.8,-550.8
"5830","REFRACTORY SERVICE INC.","02-Central",777642000,4498.4,1577.26,2921.14
"5831","REFRACTORY SERVICE INC.","02-Central",733211050,4344,1292.12,3051.88
"5832","REFRACTORY SERVICE INC.","02-Central",780240000,4324.32,2467,1857.32
"5833","REFRACTORY SERVICE INC.","02-Central",733834800,4311.77,2362,1949.77
"5834","REFRACTORY SERVICE INC.","02-Central",764781040,4248,1209.94,3038.06
"5835","REFRACTORY SERVICE INC.","02-Central",779988828,4118.91,2377.44,1741.47
"5836","REFRACTORY SERVICE INC.","02-Central",739452000,3943.17,1602.93,2340.24
"5837","REFRACTORY SERVICE INC.","02-Central",780770000,3883.2,1487.92,2395.28
"5838","REFRACTORY SERVICE INC.","02-Central",754044100,3851.5,2096.59,1754.91
"5839","REFRACTORY SERVICE INC.","02-Central",777903300,3719.1,2093.9,1625.2
"5840","REFRACTORY SERVICE INC.","02-Central",779957414,3657,1951.22,1705.78
"5841","REFRACTORY SERVICE INC.","02-Central",734910000,3630.4,849.36,2781.04
"5842","REFRACTORY SERVICE INC.","02-Central",764461006,3609.6,1049.19,2560.41
"5843","REFRACTORY SERVICE INC.","02-Central",780330000,3407.88,1546.32,1861.56
"5844","REFRACTORY SERVICE INC.","02-Central",733505100,3229,705.75,2523.25
"5845","REFRACTORY SERVICE INC.","02-Central",777888897,3160,1659.2,1500.8
"5846","REFRACTORY SERVICE INC.","02-Central",780370000,3031.92,1285.19,1746.73
"5847","REFRACTORY SERVICE INC.","02-Central",764901000,2760.4,579.1,2181.3
"5848","REFRACTORY SERVICE INC.","02-Central",739561000,2737.14,775.73,1961.41
"5849","REFRACTORY SERVICE INC.","02-Central",770290000,2701.4,318.58,2382.82
"5850","REFRACTORY SERVICE INC.","02-Central",777888896,2673,2993.76,-320.76
"5851","REFRACTORY SERVICE INC.","02-Central",770280000,2611.76,313.96,2297.8
"5852","REFRACTORY SERVICE INC.","02-Central",780310000,2506.44,1119.74,1386.7
"5853","REFRACTORY SERVICE INC.","02-Central",784100000,2443.5,1210.17,1233.33
"5854","REFRACTORY SERVICE INC.","02-Central",779201000,2431.2,624.6,1806.6
"5855","REFRACTORY SERVICE INC.","02-Central",738542000,2345.76,1430.48,915.28
"5856","REFRACTORY SERVICE INC.","02-Central",734132000,1997.5,465.89,1531.61
"5857","REFRACTORY SERVICE INC.","02-Central",770520000,1874.25,144.96,1729.29
"5858","REFRACTORY SERVICE INC.","02-Central",780270000,1864,927.5,936.5
"5859","REFRACTORY SERVICE INC.","02-Central",780750000,1832.4,709.38,1123.02
"5860","REFRACTORY SERVICE INC.","02-Central",777888899,1650,1848,-198
"5861","REFRACTORY SERVICE INC.","02-Central",777903000,1525.72,637.43,888.29
"5862","REFRACTORY SERVICE INC.","02-Central",780421000,1346.4,975.87,370.53
"5863","REFRACTORY SERVICE INC.","02-Central",779988827,1240.02,610.34,629.68
"5864","REFRACTORY SERVICE INC.","02-Central",777585000,1135.5,51.23,1084.27
"5865","REFRACTORY SERVICE INC.","02-Central",777888898,675,756,-81
"5866","REFRACTORY SERVICE INC.","02-Central",770372000,666.4,44.11,622.29
"5867","REFRACTORY SERVICE INC.","02-Central",770100000,568.58,42.43,526.15
"5868","REFRACTORY SERVICE INC.","02-Central",740023000,482.66,118.54,364.12
"5869","REFRACTORY SERVICE INC.","02-Central",764562000,473,84.36,388.64
"5870","REFRACTORY SERVICE INC.","02-Central",764781000,424.8,122.67,302.13
"5871","REFRACTORY SERVICE INC.","02-Central",768141000,394.2,81.04,313.16
"5872","REFRACTORY SERVICE INC.","02-Central",764762000,385.8,94.71,291.09
"5873","REFRACTORY SERVICE INC.","02-Central",733444100,330,163.24,166.76
"5874","REFRACTORY SERVICE INC.","02-Central",733725500,205.2,51.76,153.44
"5875","REFRACTORY SERVICE INC.","02-Central",768121000,195.6,44.03,151.57
"5876","REFRACTORY SERVICE INC.","02-Central",733444300,175.6,41.25,134.35
"5877","REFRACTORY SERVICE INC.","02-Central",779221000,119.72,30.6,89.12
"5878","REFRACTORY SERVICE INC.","02-Central",734611100,69.58,13.59,55.99
"5879","REFRACTORY SPECIALTIES IN","02-Central",727000060,1038585,797974.89,240610.11
"5880","REFRACTORY SPECIALTIES IN","02-Central",715000000,540164.75,387080.94,153083.81
"5881","REFRACTORY SPECIALTIES IN","02-Central",726000062,267039,209185.44,57853.56
"5882","REFRACTORY SPECIALTIES IN","02-Central",727063007,220378.5,162530.21,57848.29
"5883","REFRACTORY SPECIALTIES IN","02-Central",727000081,93066,69603,23463
"5884","REFRACTORY SPECIALTIES IN","02-Central",793000000,56250,26089.2,30160.8
"5885","REFRACTORY SPECIALTIES IN","02-Central",720252303,42075,2786.3,39288.7
"5886","REFRACTORY SPECIALTIES IN","02-Central",764821000,41970,14880.41,27089.59
"5887","REFRACTORY SPECIALTIES IN","02-Central",727000080,41535,35208.72,6326.28
"5888","REFRACTORY SPECIALTIES IN","02-Central",727063008,36630,26446.82,10183.18
"5889","REFRACTORY SPECIALTIES IN","02-Central",763994000,30564,1489.82,29074.18
"5890","REFRACTORY SPECIALTIES IN","02-Central",792620000,27990,8489.23,19500.77
"5891","REFRACTORY SPECIALTIES IN","02-Central",768750000,20155.2,15581.81,4573.39
"5892","REFRACTORY SPECIALTIES IN","02-Central",764482000,14990,8191.53,6798.47
"5893","REFRACTORY SPECIALTIES IN","02-Central",793060000,12150,5365.14,6784.86
"5894","REFRACTORY SPECIALTIES IN","02-Central",727031300,11562,8490.28,3071.72
"5895","REFRACTORY SPECIALTIES IN","02-Central",764521000,6670,2654.2,4015.8
"5896","REFRACTORY SPECIALTIES IN","02-Central",792650000,5242,2082.62,3159.38
"5897","REFRACTORY SPECIALTIES IN","02-Central",764821073,3560,2916,644
"5898","REFRACTORY SPECIALTIES IN","02-Central",764521073,2668,2580,88
"5899","REFRACTORY SPECIALTIES IN","02-Central",754925000,2464,1539.06,924.94
"5900","REFRACTORY SPECIALTIES IN","02-Central",754927000,2464,1455.4,1008.6
"5901","REFRACTORY SPECIALTIES IN","02-Central",764223010,2190,1627.81,562.19
"5902","REFRACTORY SPECIALTIES IN","02-Central",733510000,1920,954.17,965.83
"5903","REFRACTORY SPECIALTIES IN","02-Central",764342000,1418,734.52,683.48
"5904","REFRACTORY SPECIALTIES IN","02-Central",728030000,1350,1337.11,12.89
"5905","REFRACTORY SPECIALTIES IN","02-Central",733586600,1180.8,352.26,828.54
"5906","REFRACTORY SPECIALTIES IN","02-Central",792624000,855,258.26,596.74
"5907","REFRACTORY SPECIALTIES IN","02-Central",764481000,640,351.78,288.22
"5908","REFRACTORY SPECIALTIES IN","02-Central",764601000,516,212.58,303.42
"5909","REFRACTORY SPECIALTIES IN","02-Central",733525500,430,140.79,289.21
"5910","REFRACTORY SPECIALTIES IN","02-Central",764221000,420,336.56,83.44
"5911","REFRACTORY SPECIALTIES IN","02-Central",733383000,414.48,152.13,262.35
"5912","REFRACTORY SPECIALTIES IN","02-Central",764822000,335,123.05,211.95
"5913","REFRACTORY SPECIALTIES IN","02-Central",733525600,215,71.05,143.95
"5914","REFRACTORY SPECIALTIES IN","02-Central",733505200,210,76.44,133.56
"5915","REFRACTORY SPECIALTIES IN","02-Central",764761000,162,95.58,66.42
"5916","REFRACTORY SPECIALTIES IN","02-Central",764602000,129,52.42,76.58
"5917","REFRACTORY SPECIALTIES IN","02-Central",764341000,89,45.87,43.13
"5918","REFRACTORY SPECIALTIES IN","02-Central",764461006,88,55.87,32.13
"5919","REFRACTORY SPECIALTIES IN","02-Central",764522000,66.7,26.72,39.98
"5920","REFRACTORY SPECIALTIES IN","02-Central",764781000,47.8,19.72,28.08
"5921","RELIACHECK MANUFACTURING","02-Central",764482000,1080,52.2,1027.8
"5922","RENAISSANCE ROOFING","02-Central",733741000,1632,476.26,1155.74
"5923","RENO CONSTRUCTION CO LLC","02-Central",734910000,341.5,51.35,290.15
"5924","RENO REFRACTORIES INC.","02-Central",734910000,703.5,104.44,599.06
"5925","RESCO PRODUCTS INC","02-Central",733510000,1130,159.03,970.97
"5926","RESCO PRODUCTS, INC.","02-Central",764901000,3980.25,144.13,3836.12
"5927","RESCO PRODUCTS, INC.","02-Central",733511000,3955,526.55,3428.45
"5928","RESCO PRODUCTS, INC.","02-Central",770220000,2682,170.62,2511.38
"5929","REX ROTO CORP","02-Central",726000062,1537696.35,1139935.62,397760.73
"5930","REX ROTO CORP","02-Central",727031200,967602.16,699312.3,268289.86
"5931","REX ROTO CORP","02-Central",764030000,848819.64,768942.56,79877.08
"5932","REX ROTO CORP","02-Central",727000046,504694.88,325675.44,179019.44
"5933","REX ROTO CORP","02-Central",793000500,246682.8,116027.75,130655.05
"5934","REX ROTO CORP","02-Central",793000200,236180,108914.97,127265.03
"5935","REX ROTO CORP","02-Central",715000000,133400,78042.83,55357.17
"5936","REX ROTO CORP","02-Central",777990000,113520,66969.6,46550.4
"5937","REX ROTO CORP","02-Central",734070500,82831.5,27857.47,54974.03
"5938","REX ROTO CORP","02-Central",734351200,77972.2,16724.95,61247.25
"5939","REX ROTO CORP","02-Central",724003000,55930,24720.74,31209.26
"5940","REX ROTO CORP","02-Central",793520000,26824,6663.32,20160.68
"5941","REX ROTO CORP","02-Central",733525600,21458.75,4047.27,17411.48
"5942","REX ROTO CORP","02-Central",733721000,19130.8,4325.1,14805.7
"5943","REX ROTO CORP","02-Central",792624000,14015.2,3031.71,10983.49
"5944","REX ROTO CORP","02-Central",764482000,11896.9,4591.08,7305.82
"5945","REX ROTO CORP","02-Central",733521350,11437.69,2797.97,8639.72
"5946","REX ROTO CORP","02-Central",733525500,7778.75,1472.89,6305.86
"5947","REX ROTO CORP","02-Central",777991000,5664.6,4041.5,1623.1
"5948","REX ROTO CORP","02-Central",733464600,4606.5,1027.17,3579.33
"5949","REX ROTO CORP","02-Central",734211200,4287.19,488.19,3799
"5950","REX ROTO CORP","02-Central",764461006,4012.6,2118.14,1894.46
"5951","REX ROTO CORP","02-Central",793250074,3879.5,2294.42,1585.08
"5952","REX ROTO CORP","02-Central",764781040,3817.9,1531.4,2286.5
"5953","REX ROTO CORP","02-Central",793320074,1885.6,1414.08,471.52
"5954","REX ROTO CORP","02-Central",764301000,1476.2,621.51,854.69
"5955","REX ROTO CORP","02-Central",793520074,1341.2,691.64,649.56
"5956","REX ROTO CORP","02-Central",793060300,1132.8,530.19,602.61
"5957","REX ROTO CORP","02-Central",764762000,879.6,440.7,438.9
"5958","REX ROTO CORP","02-Central",764484003,765.3,288.72,476.58
"5959","REX ROTO CORP","02-Central",764522000,740.1,237.57,502.53
"5960","REX ROTO CORP","02-Central",764822000,702.6,184.58,518.02
"5961","REX ROTO CORP","02-Central",734311100,561.12,141.2,419.92
"5962","REX ROTO CORP","02-Central",733464500,463.5,91.57,371.93
"5963","REX ROTO CORP","02-Central",768221000,395.2,68.56,326.64
"5964","REX ROTO CORP","02-Central",793530074,335.3,127.98,207.32
"5965","REX ROTO CORP","02-Central",766681300,217.5,99.79,117.71
"5966","REX ROTO CORP","02-Central",793580000,179.8,60.61,119.19
"5967","REX ROTO CORP","02-Central",777642000,121,50.36,70.64
"5968","REX ROTO CORP","02-Central",766681200,65.7,44.6,21.1
"5969","RG SMITH CO. INC","02-Central",739641100,482.04,201.6,280.44
"5970","RHI AG","02-Central",754665000,7965.72,3914.69,4051.03
"5971","RHI CANADA INC.","02-Central",777642000,124,63.34,60.66
"5972","ROGERS ENGINEERING","02-Central",733211050,24906,3677.48,21228.52
"5973","ROGERS ENGINEERING","02-Central",770210000,1965,185.53,1779.47
"5974","S & P INSULATION","02-Central",735602000,11200,3362.29,7837.71
"5975","S & S INDUSTRIES","02-Central",768250220,109882.5,65185.46,44697.04
"5976","S & S INDUSTRIES","02-Central",764781000,75978,26382.83,49595.17
"5977","S & S INDUSTRIES","02-Central",768251300,68155,38016.1,30138.9
"5978","S & S INDUSTRIES","02-Central",764487510,49764,22189.79,27574.21
"5979","S & S INDUSTRIES","02-Central",768250221,32150,19363.06,12786.94
"5980","S & S INDUSTRIES","02-Central",768250200,18240,11355.98,6884.02
"5981","S & S INDUSTRIES","02-Central",768251400,4770,2662.88,2107.12
"5982","S & S INDUSTRIES","02-Central",764762000,1870,770.08,1099.92
"5983","S & S INDUSTRIES","02-Central",733444200,210,38.64,171.36
"5984","S.C. DEPT OF AGRICULTURE","02-Central",720219100,531.9,13.1,518.8
"5985","S.P.KINNEY ENGINEERING","02-Central",770520000,958.5,41.85,916.65
"5986","SAFT AMERICA INC","02-Central",733423600,380.8,35.9,344.9
"5987","SAM DONG GEORGIA INC.","02-Central",768750000,26000,4824.08,21175.92
"5988","SAM DONG GEORGIA INC.","02-Central",764521000,4710,398.92,4311.08
"5989","SAM DONG GEORGIA INC.","02-Central",770830000,882,30.97,851.03
"5990","SAM DONG GEORGIA INC.","02-Central",770810000,737,17.19,719.81
"5991","SAM DONG OHIO, INC.","02-Central",777601000,5189.76,843.69,4346.07
"5992","SANDERS SUPPLY","02-Central",735602000,12000,3407.06,8592.94
"5993","SANDY WALLIN INC.","02-Central",733464500,298,29.52,268.48
"5994","SAUEREISEN INC.","02-Central",720219100,4934.1,119.51,4814.59
"5995","SAVER SYSTEM","02-Central",727063007,5211,632.36,4578.64
"5996","SBJ ENTERPRISES, INC.","02-Central",735602110,384,89.25,294.75
"5997","SCHAD BOILER SETTING CO.","02-Central",727041200,25364.76,5856.48,19508.28
"5998","SCHAD BOILER SETTING CO.","02-Central",733211000,19920,4687.15,15232.85
"5999","SCHAD BOILER SETTING CO.","02-Central",733151500,13228.8,2443.16,10785.64
"6000","SCHAD BOILER SETTING CO.","02-Central",777601000,7756.36,2225.24,5531.12
"6001","SCHAD BOILER SETTING CO.","02-Central",777902700,5900.58,2174.39,3726.19
"6002","SCHAD BOILER SETTING CO.","02-Central",793330000,4194,889.38,3304.62
"6003","SCHAD BOILER SETTING CO.","02-Central",733151600,3897.2,717.71,3179.49
"6004","SCHAD BOILER SETTING CO.","02-Central",727000140,736,126.7,609.3
"6005","SCHAD BOILER SETTING CO.","02-Central",737912200,629.25,136.42,492.83
"6006","SCHAD BOILER SETTING CO.","02-Central",770220000,586.8,54.69,532.11
"6007","SCHAD BOILER SETTING CO.","02-Central",764481000,586,224.76,361.24
"6008","SCHAD BOILER SETTING CO.","02-Central",793540000,492,115.87,376.13
"6009","SCHAD BOILER SETTING CO.","02-Central",734910000,428.3,102.7,325.6
"6010","SCHAD BOILER SETTING CO.","02-Central",734311100,381.48,33.7,347.78
"6011","SCHULZ XTRUDED PRODUCTS","02-Central",739681100,12013.56,5382,6631.56
"6012","SCHULZ XTRUDED PRODUCTS","02-Central",738361000,3756.24,1853.28,1902.96
"6013","SCHULZ XTRUTED PRODUCTS","02-Central",738361000,3033.72,966.76,2066.96
"6014","SCOT FORGE CO","02-Central",766122000,167138,71749.76,95388.24
"6015","SCOTT- GLENN CO.LLC","02-Central",734211200,7166.29,921.03,6245.26
"6016","SCOTT- GLENN CO.LLC","02-Central",770240000,5919.75,616.77,5302.98
"6017","SCOTT- GLENN CO.LLC","02-Central",770260000,1317.6,137.96,1179.64
"6018","SCOTT- GLENN CO.LLC","02-Central",770220000,1211.4,112.66,1098.74
"6019","SCREW CONVEYOR CORP.","02-Central",770520000,4635,228.66,4406.34
"6020","SDI LAFARGA, LLC","02-Central",770830000,1061,35.87,1025.13
"6021","SDM & ASSOCIATES INC","02-Central",733423600,380.8,35.9,344.9
"6022","SEALTHERM CORP","02-Central",739370000,379.52,138.24,241.28
"6023","SELAS HEAT TECHNOLOGY CO.","02-Central",734311100,654.2,70.6,583.6
"6024","SELECT INDUSTRIES CORP","02-Central",724034500,30247.6,11133.24,19114.36
"6025","SELECTRODE INDUSTRIES","02-Central",727000140,531.2,33.43,497.77
"6026","SELEE CORP","02-Central",732690000,1488451.41,727047.47,761403.94
"6027","SELEE CORP","02-Central",732659400,113487.8,44143.66,69344.14
"6028","SELEE CORP","02-Central",792687000,95402.38,34102.04,61300.34
"6029","SELEE CORP","02-Central",777991000,23485,13696.2,9788.8
"6030","SELEE CORP","02-Central",793000410,19737,8035.48,11701.52
"6031","SELEE CORP","02-Central",792683000,19167.03,6714.58,12452.45
"6032","SELEE CORP","02-Central",732695000,6378.56,1725.72,4652.84
"6033","SELEE CORP","02-Central",792685000,2236.67,677.18,1559.49
"6034","SELEE CORP","02-Central",754927000,941.16,113.41,827.75
"6035","SELEE CORP","02-Central",740402301,742.5,210.97,531.53
"6036","SELEE CORP","02-Central",734651200,205.8,37,168.8
"6037","SERVI-SEL INC.","02-Central",734211200,243.46,23.38,220.08
"6038","SEYMORE JOHNSON AIRFORCE","02-Central",734311100,190.74,16.85,173.89
"6039","SGL CARBON GROUP","02-Central",764526600,1236,609.31,626.69
"6040","SGL CARBON LLC- MORGANTON","02-Central",754695000,112314.5,76577.92,35736.58
"6041","SGL CARBON LLC- MORGANTON","02-Central",779959837,22032.5,11120.03,10912.47
"6042","SGL CARBON LLC- MORGANTON","02-Central",764821000,13160,3697.8,9462.2
"6043","SGL CARBON LLC- MORGANTON","02-Central",764901000,12605,4192.23,8412.77
"6044","SGL CARBON LLC- MORGANTON","02-Central",779957232,10447.5,7271.73,3175.77
"6045","SGL CARBON LLC- MORGANTON","02-Central",754055000,9545.83,6204.57,3341.26
"6046","SGL CARBON LLC- MORGANTON","02-Central",764526600,5016,2270.54,2745.46
"6047","SGL CARBON LLC- MORGANTON","02-Central",764821161,2260,1488,772
"6048","SGL CARBON LLC- MORGANTON","02-Central",764524000,2196,597.32,1598.68
"6049","SGL CARBON LLC- MORGANTON","02-Central",764901061,1990,1492,498
"6050","SGL CARBON LLC- MORGANTON","02-Central",764821073,1130,729,401
"6051","SGL CARBON LLC- MORGANTON","02-Central",764901073,995,729,266
"6052","SGL CARBON LLC- MORGANTON","02-Central",764484000,660,217.14,442.86
"6053","SGL CARBON,LLC","02-Central",734990000,11870.4,1455.96,10414.44
"6054","SHARP REFRACTORIES","02-Central",770540000,5400.5,274.58,5125.92
"6055","SHARP REFRACTORIES","02-Central",770560000,1585,89.5,1495.5
"6056","SHARP REFRACTORIES","02-Central",770580000,1522,84.73,1437.27
"6057","SHARP REFRACTORIES","02-Central",770330000,1015,96.65,918.35
"6058","SHOALS RUBBER & GASKET CO","02-Central",733211000,456,47.39,408.61
"6059","SHOOK & FLETCHER INSUL CO","02-Central",764901000,535090.15,225584.69,309505.46
"6060","SHOOK & FLETCHER INSUL CO","02-Central",735602000,351617.5,120457.3,231160.2
"6061","SHOOK & FLETCHER INSUL CO","02-Central",764821000,254016,84026.76,169989.24
"6062","SHOOK & FLETCHER INSUL CO","02-Central",726000240,229728,126361.36,103366.64
"6063","SHOOK & FLETCHER INSUL CO","02-Central",764521000,144596,54473.77,90122.23
"6064","SHOOK & FLETCHER INSUL CO","02-Central",738561000,61783.68,46016.36,15767.32
"6065","SHOOK & FLETCHER INSUL CO","02-Central",735602110,38540,14351.12,24188.88
"6066","SHOOK & FLETCHER INSUL CO","02-Central",738521000,38461.44,30210.97,8250.47
"6067","SHOOK & FLETCHER INSUL CO","02-Central",764822000,29433.6,8415.88,21017.72
"6068","SHOOK & FLETCHER INSUL CO","02-Central",737871000,21569.6,4755.6,16814
"6069","SHOOK & FLETCHER INSUL CO","02-Central",766121000,18870,4269.3,14600.7
"6070","SHOOK & FLETCHER INSUL CO","02-Central",764785000,8940,3649.74,5290.26
"6071","SHOOK & FLETCHER INSUL CO","02-Central",737321000,8025.6,2569.69,5455.91
"6072","SHOOK & FLETCHER INSUL CO","02-Central",768126014,7334.8,3861.89,3472.91
"6073","SHOOK & FLETCHER INSUL CO","02-Central",764902000,7118.75,2139.11,4979.64
"6074","SHOOK & FLETCHER INSUL CO","02-Central",764861000,6681.75,2816.54,3865.21
"6075","SHOOK & FLETCHER INSUL CO","02-Central",734910000,6551,1557.8,4993.2
"6076","SHOOK & FLETCHER INSUL CO","02-Central",764951800,6460,2543.85,3916.15
"6077","SHOOK & FLETCHER INSUL CO","02-Central",793260074,6426,2776.4,3649.6
"6078","SHOOK & FLETCHER INSUL CO","02-Central",777601000,5671.05,1510.99,4160.06
"6079","SHOOK & FLETCHER INSUL CO","02-Central",738441000,5183.04,8392.32,-3209.28
"6080","SHOOK & FLETCHER INSUL CO","02-Central",733464500,4521.2,709.03,3812.17
"6081","SHOOK & FLETCHER INSUL CO","02-Central",779980918,4380,2302.21,2077.79
"6082","SHOOK & FLETCHER INSUL CO","02-Central",764825000,4050,2168.54,1881.46
"6083","SHOOK & FLETCHER INSUL CO","02-Central",764781000,3590.2,1291.11,2299.09
"6084","SHOOK & FLETCHER INSUL CO","02-Central",779959909,2912.4,505.05,2407.35
"6085","SHOOK & FLETCHER INSUL CO","02-Central",768121000,2764,1150.68,1613.32
"6086","SHOOK & FLETCHER INSUL CO","02-Central",779959908,2648.7,335.07,2313.63
"6087","SHOOK & FLETCHER INSUL CO","02-Central",779980915,2640,1368.37,1271.63
"6088","SHOOK & FLETCHER INSUL CO","02-Central",739561200,2481.73,979.36,1502.37
"6089","SHOOK & FLETCHER INSUL CO","02-Central",764601000,2220,1062.89,1157.11
"6090","SHOOK & FLETCHER INSUL CO","02-Central",734611100,1801.25,353.08,1448.17
"6091","SHOOK & FLETCHER INSUL CO","02-Central",734311100,1748.7,202.23,1546.47
"6092","SHOOK & FLETCHER INSUL CO","02-Central",770200000,1652.4,169.66,1482.74
"6093","SHOOK & FLETCHER INSUL CO","02-Central",791006650,1420,679.3,740.7
"6094","SHOOK & FLETCHER INSUL CO","02-Central",739741100,910.4,841.6,68.8
"6095","SHOOK & FLETCHER INSUL CO","02-Central",764341000,759,479.74,279.26
"6096","SHOOK & FLETCHER INSUL CO","02-Central",734900000,667.1,264.8,402.3
"6097","SHOOK & FLETCHER INSUL CO","02-Central",739641100,590.76,412.28,178.48
"6098","SHOOK & FLETCHER INSUL CO","02-Central",733741000,568.8,186.38,382.42
"6099","SHOOK & FLETCHER INSUL CO","02-Central",764761000,518.4,245.72,272.68
"6100","SHOOK & FLETCHER INSUL CO","02-Central",739390000,466.08,485.28,-19.2
"6101","SHOOK & FLETCHER INSUL CO","02-Central",733525500,457.5,65.03,392.47
"6102","SHOOK & FLETCHER INSUL CO","02-Central",734851000,456.23,98.9,357.33
"6103","SHOOK & FLETCHER INSUL CO","02-Central",734651200,423.94,73.75,350.19
"6104","SHOOK & FLETCHER INSUL CO","02-Central",768122000,414.6,174.66,239.94
"6105","SHOOK & FLETCHER INSUL CO","02-Central",768222000,414.6,204.94,209.66
"6106","SHOOK & FLETCHER INSUL CO","02-Central",768241000,300.3,106.14,194.16
"6107","SHOOK & FLETCHER INSUL CO","02-Central",738542000,253.92,141.16,112.76
"6108","SHOOK & FLETCHER INSUL CO","02-Central",733211000,239.2,47.39,191.81
"6109","SHOOK & FLETCHER INSUL CO","02-Central",733423700,232.64,36.22,196.42
"6110","SHOOK & FLETCHER INSUL CO","02-Central",737912200,209.75,45.47,164.28
"6111","SHOOK & FLETCHER INSUL CO","02-Central",733511000,190,75.22,114.78
"6112","SHOOK & FLETCHER INSUL CO","02-Central",764762000,92,31.57,60.43
"6113","SHOOK & FLETCHER","02-Central",764602600,351103.2,129862.54,221240.66
"6114","SHOOK & FLETCHER","02-Central",764522030,154531.8,58930.5,95601.3
"6115","SHOOK & FLETCHER","02-Central",764901000,122386.2,51980.6,70405.6
"6116","SHOOK & FLETCHER","02-Central",764602900,78836.54,30569.7,48266.84
"6117","SHOOK & FLETCHER","02-Central",734651200,63376.5,26796.2,36580.3
"6118","SHOOK & FLETCHER","02-Central",735602000,49800,15318.43,34481.57
"6119","SHOOK & FLETCHER","02-Central",764529560,46598.67,18680.06,27918.61
"6120","SHOOK & FLETCHER","02-Central",764902000,31906.7,14173.98,17732.72
"6121","SHOOK & FLETCHER","02-Central",764563001,31729.6,12137.42,19592.18
"6122","SHOOK & FLETCHER","02-Central",764821000,24375,9672.52,14702.48
"6123","SHOOK & FLETCHER","02-Central",768241000,16376,5481.24,10894.76
"6124","SHOOK & FLETCHER","02-Central",734761300,8496.4,1529.26,6967.14
"6125","SHOOK & FLETCHER","02-Central",771320000,8311.3,1368.99,6942.31
"6126","SHOOK & FLETCHER","02-Central",766081010,8172,2181.96,5990.04
"6127","SHOOK & FLETCHER","02-Central",764521000,7004,2922.74,4081.26
"6128","SHOOK & FLETCHER","02-Central",764526600,2958.4,1832.26,1126.14
"6129","SHOOK & FLETCHER","02-Central",764822000,2523.8,1010.6,1513.2
"6130","SHOOK & FLETCHER","02-Central",764781040,2297,797.07,1499.93
"6131","SHOOK & FLETCHER","02-Central",768121000,1176,460.26,715.74
"6132","SHOOK & FLETCHER","02-Central",735752000,380,136.8,243.2
"6133","SHOOK & FLETCHER","02-Central",724281200,358,89.08,268.92
"6134","SHOOK & FLETCHER","02-Central",739561000,301.9,85.22,216.68
"6135","SHOOK & FLETCHER","02-Central",733211000,239.2,47.39,191.81
"6136","SIERRA LOBO","02-Central",734910000,341.5,51.35,290.15
"6137","SIMPSON LUMBER COMPANY","02-Central",770240000,5988.75,413.88,5574.87
"6138","SMITH - SHARPE","02-Central",733572200,201550,74088.59,127461.41
"6139","SMITH - SHARPE","02-Central",754305000,95445,53222.89,42222.11
"6140","SMITH - SHARPE","02-Central",733221400,84993.6,35404.38,49589.22
"6141","SMITH - SHARPE","02-Central",779952188,74654.4,29817.68,44836.72
"6142","SMITH - SHARPE","02-Central",733525500,71762.12,20100.84,51661.28
"6143","SMITH - SHARPE","02-Central",764822000,70117.6,20611.92,49505.68
"6144","SMITH - SHARPE","02-Central",764821000,58392,17951.57,40440.43
"6145","SMITH - SHARPE","02-Central",768241000,49620.5,19726.33,29894.17
"6146","SMITH - SHARPE","02-Central",764901000,43838.5,16882.53,26955.97
"6147","SMITH - SHARPE","02-Central",779957935,38372.8,17314,21058.8
"6148","SMITH - SHARPE","02-Central",764521000,35176.4,10973.28,24203.12
"6149","SMITH - SHARPE","02-Central",768221000,34470.5,12699.86,21770.64
"6150","SMITH - SHARPE","02-Central",733510000,32258,13305.77,18952.23
"6151","SMITH - SHARPE","02-Central",733570000,30160.8,10838.69,19322.11
"6152","SMITH - SHARPE","02-Central",733211000,29056.5,7008.09,22048.41
"6153","SMITH - SHARPE","02-Central",777601000,26901.08,7234.38,19666.7
"6154","SMITH - SHARPE","02-Central",768121000,23508.6,10957.99,12550.61
"6155","SMITH - SHARPE","02-Central",751258000,20000,9146.2,10853.8
"6156","SMITH - SHARPE","02-Central",733464600,18153.4,6172.24,11981.16
"6157","SMITH - SHARPE","02-Central",779952189,17940,7818.64,10121.36
"6158","SMITH - SHARPE","02-Central",766211000,16891.5,6133.72,10757.78
"6159","SMITH - SHARPE","02-Central",733464500,16712,5256.13,11455.87
"6160","SMITH - SHARPE","02-Central",768231000,16620.65,6751.66,9868.99
"6161","SMITH - SHARPE","02-Central",771400000,10440,623.76,9816.24
"6162","SMITH - SHARPE","02-Central",739561200,10376.11,2822.34,7553.77
"6163","SMITH - SHARPE","02-Central",764601000,10266.5,2754.3,7512.2
"6164","SMITH - SHARPE","02-Central",758422000,9797.78,3974.95,5822.83
"6165","SMITH - SHARPE","02-Central",764821161,9411.6,6844.8,2566.8
"6166","SMITH - SHARPE","02-Central",764521073,8820,5805,3015
"6167","SMITH - SHARPE","02-Central",739741100,8594.62,4163.22,4431.4
